,PC1,PC2
matches_played,0.3690099669596378,0.3970534625879718
win_rate,0.2080065133048764,0.08372523229668866
goals_per_match,-0.046367273244455866,0.686578515613278
assists_per_match,0.36763994342055206,0.28563633331058136
saves_per_match,0.4501177397116125,-0.5313676232104158
passes_per_match,0.6932891915194637,0.0029848481763488648
