rank_group,dataset,current_mmr,matches_played,win_rate,goals_per_match,assists_per_match,saves_per_match,passes_per_match
Bottom 25%,Community A,710.5862068965517,19.344827586206897,0.55983595830977,0.30663390939555,0.3016109066472339,0.8861019204816414,
Middle 50%,Community A,1401.921568627451,185.94117647058823,0.45892298090612454,0.4187953598625375,0.2757188829447217,0.8142173681493956,
Top 25%,Community A,2087.8518518518517,909.4814814814815,0.4768933274258004,0.5914094855967205,0.39012229123781034,0.8628507770367686,
Bottom 25%,Community B,1009.58,72.64,0.5065332636595281,0.5314225228693201,0.29910363135134416,0.3214874301489604,2.908719876006604
Middle 50%,Community B,1287.6979166666667,41.270833333333336,0.5746503946678693,0.3620415423157149,0.27605899009287865,0.7697628423089545,3.1077931053908188
Top 25%,Community B,1746.9166666666667,411.0833333333333,0.45638115371255245,0.6883388965401794,0.34757158439847213,0.8881480272943443,4.061234874806035
